Year,Medal,Medalist,Entry,Style,Place
2018,🥈 SILVER,Salt Spring Wild Cider,Burnt Apple Tequila,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2018,🥈 SILVER,Salt Spring Wild Cider,Dry Cider,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2018,🥈 SILVER,Salt Spring Wild Cider,Elderberry/Elderflower,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2018,🥈 SILVER,Salt Spring Wild Cider,Ginger Root,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2018,🥈 SILVER,Salt Spring Wild Cider,Pear,"<a href=""https://ciderguide.com/glintcap/styles/modern-perry/"">Modern Perry</a>",
2018,🥈 SILVER,Salt Spring Wild Cider,Plum Cider,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2018,🥈 SILVER,Salt Spring Wild Cider,Semi Dry,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Sweet</a>",
2018,🥉 BRONZE,Salt Spring Wild Cider,Bitter Orange Rosemary,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2014,🥉 BRONZE,Sanctuary Spirits,Spirit of the Apple,"<a href=""https://ciderguide.com/glintcap/styles/spirits/"">Brandy</a>",
2021,🥈 SILVER,Santa Cruz Cider Co.,Strawberry Apple Cider,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2021,🥉 BRONZE,Santa Cruz Cider Co.,Hopped Apple,"<a href=""https://ciderguide.com/glintcap/styles/hopped-cider/"">Hopped Cider</a>",
2018,🥈 SILVER,Santa Cruz Cider Co.,Gravenstein Methode Champenoise,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2018,🥈 SILVER,Santa Cruz Cider Co.,Luz del Valle,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2018,🥈 SILVER,Santa Cruz Cider Co.,Wooden Tooth Special,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2017,🥈 SILVER,Santa Cruz Cider Co.,Barrel Aged Gravenstein,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2017,🥈 SILVER,Santa Cruz Cider Co.,Hopped Special,"<a href=""https://ciderguide.com/glintcap/styles/hopped-cider/"">Hopped Cider</a>",
2017,🥉 BRONZE,Santa Cruz Cider Co.,Gravenstein,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2015,🥉 BRONZE,Santa Fe Cider Works,Enchanted Cherry,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2016,🥈 SILVER,Santa Sidra Hard Cider,Santa Sidra Dry,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2016,🥈 SILVER,Santa Sidra Hard Cider,Santa Sidra Los Silvestres Bone Dry,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2016,🥈 SILVER,Santa Sidra Hard Cider,Santa Sidra Tad Sweet,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2015,🥈 SILVER,Santa Sidra Hard Cider,"Santa Sidra ""Dry/Seca""","<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2015,🥉 BRONZE,Santa Sidra Hard Cider,Santa Sidra A Tad Sweet/Ligeramente Dulce,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2023,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Ginger Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Botanical Cider</a>",
2023,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Maple Bourbon Cider,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-specialty-cider/"">Wood Aged Specialty Cider</a>",
2023,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Pineapple Cider,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2023,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Rhubarb Cider,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2023,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Wildflower Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Botanical Cider</a>",
2022,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Cayenne Cider,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Ginger Cider,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Wildflower Cider,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Barrel Aged Cider,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2022,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Juicy Apple,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2022,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Lemon Basil Cider,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2021,🥇 GOLD,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Cayenne Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Botanical Cider</a>",
2021,🥇 GOLD,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Wildflower Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Botanical Cider</a>",
2021,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Barrel Aged Cider,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2021,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Lemon Basil Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Botanical Cider</a>",
2021,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Rhubarb Cider,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2019,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Cranberry Cider,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2019,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Ginger Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2019,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Sweet/Cayenne Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2019,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Barrel Aged Cider,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2019,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Juicy Apple,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2019,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Lemon Basil Cider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2018,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Ginger,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2018,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Semi-Sweet,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2018,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Barrel Aged,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2018,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Lemon Basil,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2017,🥇 GOLD,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Barrel Aged,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2017,🥈 SILVER,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Semi-Sweet,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2017,🥉 BRONZE,Sapsucker Farms Yellow Belly Cidery,Yellow Belly Ginger,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2019,🥉 BRONZE,Saro Cider,Manchester Dry,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2019,🥉 BRONZE,Saro Cider,Milestone Road,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2019,🥉 BRONZE,Saro Cider,Valencia,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2019,🥉 BRONZE,Saro Cider,Zamora,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2021,🏆 BEST IN CLASS,Scenic Road Cider Co.,Razz,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",2nd Place
2021,🥇 GOLD,Scenic Road Cider Co.,Nectar,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2021,🥈 SILVER,Scenic Road Cider Co.,Dry,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2021,🥈 SILVER,Scenic Road Cider Co.,Mama Beary,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2021,🥈 SILVER,Scenic Road Cider Co.,Nearly Dry,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Dry</a>",
2021,🥈 SILVER,Scenic Road Cider Co.,Peary,"<a href=""https://ciderguide.com/glintcap/styles/modern-perry/"">Modern Perry</a>",
2019,🏆 BEST IN CLASS,Scenic Road Cider Co.,Peary,"<a href=""https://ciderguide.com/glintcap/styles/modern-perry/"">Modern Perry</a>",3rd Place
2019,🥉 BRONZE,Scenic Road Cider Co.,Mama Beary,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2018,🥈 SILVER,Scenic Road Cider Co.,Dry,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2018,🥈 SILVER,Scenic Road Cider Co.,Nearly Dry,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2018,🥈 SILVER,Scenic Road Cider Co.,Razz,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥈 SILVER,Scenic Road Cider Co.,Scenic Road Dry,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2017,🥈 SILVER,Scenic Road Cider Co.,Scenic Road Nearly Dry,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider - Sweet</a>",
2017,🥈 SILVER,Scenic Road Cider Co.,Scenic Road Razz,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2016,🥈 SILVER,Schilling Cider,American Gold,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2016,🥉 BRONZE,Schilling Cider,Chaider,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2016,🥉 BRONZE,Schilling Cider,Lumberjack,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2023,🥇 GOLD,Sea Cider Farm & Ciderhouse,Birds and the Bees,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2023,🥈 SILVER,Sea Cider Farm & Ciderhouse,Flagship,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2023,🥈 SILVER,Sea Cider Farm & Ciderhouse,Witch's Broom,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Botanical Cider</a>",
2023,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Ruby Rose,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥇 GOLD,Sea Cider Farm & Ciderhouse,Ginger Perry,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥈 SILVER,Sea Cider Farm & Ciderhouse,Sassamanash,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wolf in the Woods,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2022,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Bittersweet,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Sweet</a>",
2022,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Wassail,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-specialty-cider/"">Wood Aged Specialty Cider</a>",
2021,🥈 SILVER,Sea Cider Farm & Ciderhouse,Birds and the Bees,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2021,🥈 SILVER,Sea Cider Farm & Ciderhouse,Ruby Rose,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2021,🥈 SILVER,Sea Cider Farm & Ciderhouse,Rumrunner,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-specialty-cider/"">Wood Aged Specialty Cider</a>",
2021,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wild English,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Dry</a>",
2021,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Cherry Lane,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2021,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Kings & Spies,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2021,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Pippins,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2019,🥈 SILVER,Sea Cider Farm & Ciderhouse,Bittersweet,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Sweet</a>",
2019,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wild English,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Dry</a>",
2019,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Ginger Perry,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2019,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Pippins,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2019,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Ruby Rose,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2019,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Rumrunner (Prohibition),"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2018,🏆 BEST IN CLASS,Sea Cider Farm & Ciderhouse,Wild English,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Dry</a>",1st Place
2018,🥇 GOLD,Sea Cider Farm & Ciderhouse,Rumrunner (Prohibition),"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2018,🥈 SILVER,Sea Cider Farm & Ciderhouse,Bittersweet,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Sweet</a>",
2018,🥈 SILVER,Sea Cider Farm & Ciderhouse,Pippins,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2018,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wolf in the Woods,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2018,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Ginger Perry,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2018,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Ruby Rose,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥈 SILVER,Sea Cider Farm & Ciderhouse,Bittersweet,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Sweet</a>",
2017,🥈 SILVER,Sea Cider Farm & Ciderhouse,Bramble Bubbly,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥈 SILVER,Sea Cider Farm & Ciderhouse,Rumrunner (Prohibition),"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider</a>",
2017,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wild English,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">Traditional Cider - Dry</a>",
2017,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wolf in the Woods,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2017,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Kings & Spies,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2017,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Pippins,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider - Dry</a>",
2017,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Ruby Rose,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2017,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Sassamanash,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">Specialty Cider and Perry</a>",
2016,🥇 GOLD,Sea Cider Farm & Ciderhouse,Bittersweet ,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">English Cider</a>",
2016,🥇 GOLD,Sea Cider Farm & Ciderhouse,Kings & Spies ,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2016,🥇 GOLD,Sea Cider Farm & Ciderhouse,Ruby Rose ,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2016,🥈 SILVER,Sea Cider Farm & Ciderhouse,Pippins ,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">New England Cider</a>",
2016,🥈 SILVER,Sea Cider Farm & Ciderhouse,Rumrunner ,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider and Perry</a>",
2016,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Flagship ,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2016,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Wassail ,"<a href=""https://ciderguide.com/glintcap/styles/botanical-cider/"">Spiced Cider</a>",
2015,🥇 GOLD,Sea Cider Farm & Ciderhouse,Bramble Bubbly ,"<a href=""https://ciderguide.com/glintcap/styles/fruit-cider/"">Fruit Cider</a>",
2015,🥇 GOLD,Sea Cider Farm & Ciderhouse,Prohibition (Rumrunner) ,"<a href=""https://ciderguide.com/glintcap/styles/wood-aged-cider/"">Wood Aged Cider and Perry</a>",
2015,🥈 SILVER,Sea Cider Farm & Ciderhouse,Flagship,"<a href=""https://ciderguide.com/glintcap/styles/modern-cider/"">Modern Cider</a>",
2015,🥈 SILVER,Sea Cider Farm & Ciderhouse,Kings & Spies,"<a href=""https://ciderguide.com/glintcap/styles/heritage-cider/"">Heritage Cider</a>",
2015,🥈 SILVER,Sea Cider Farm & Ciderhouse,Pippins,"<a href=""https://ciderguide.com/glintcap/styles/specialty-cider-and-perry/"">New England Cider</a>",
2015,🥈 SILVER,Sea Cider Farm & Ciderhouse,Wild English ,"<a href=""https://ciderguide.com/glintcap/styles/traditional-cider/"">English Cider</a>",
2015,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Perry,"<a href=""https://ciderguide.com/glintcap/styles/traditional-perry/"">Traditional Perry</a>",
2015,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Pommeau,"<a href=""https://ciderguide.com/glintcap/styles/fortified-cider/"">Pommeau</a>",
2015,🥉 BRONZE,Sea Cider Farm & Ciderhouse,Pomona ,"<a href=""https://ciderguide.com/glintcap/styles/ice-cider/"">Ice Cider</a>",
